Documento;Palavra;TF-IDF
00029;CARRIED;3.770294845599445
00029;AGED;3.844402817753167
00029;TRANSIENTLY;7.102499355774649
00029;DEAF;7.102499355774649
00029;EUSTACHIAN;6.409352175214703
00029;TUBE;4.617592705986649
00029;DYSFUNCTION;4.057976918051226
00029;SECRETORY;3.770294845599445
00029;OTITIS;5.716204994654758
00029;MEDIA;4.212127597878484
00029;POLYPS;4.5375499983131125
00029;GAVE;3.924445525426703
00029;POLYPECTOMY;7.102499355774649
00029;THOUGH;4.394449154672439
00029;MIDDLE;5.023057814094813
00029;NEITHER;4.394449154672439
00029;DEAFNESS;7.102499355774649
00029;PROBLEM;3.7013019741124933
00030;CYSTIC;0.1327086858730592
00030;FIBROSIS;0.12989310447289548
00030;PATIENTS;0.5330179353603528
00030;CLINICAL;1.7601651038098378
00030;COMPARED;2.0335951535544172
00030;MANY;2.695780108510396
00030;ACCOMPANIED;4.46344202615939
00030;LEVELS;2.0335951535544172
00030;NORMAL;1.1676051601550612
00030;MEASURED;2.5807107787256087
00030;MONTHS;3.2106790576640223
00030;PERIOD;2.8978067363836826
00030;FOUND;1.4893712493865785
00030;RESULT;2.959364629383116
00030;STUDY;1.8660573929446995
00030;EVIDENCE;2.591639849257799
00030;GROUP;1.9785353763713898
00030;BLOOD;2.527788377271266
00030;SIGNIFICANT;1.8346411967113208
00030;TREATED;2.9753649707295575
00030;NEW;3.170673723050323
00030;POSSIBLE;2.4485390056171252
00030;CASES;2.439060261662582
00030;COLUMBIA;6.409352175214703
00030;PATHOLOGICAL;4.269286011718433
00030;RECEIVED;3.883623530906448
00030;INCREASE;2.591639849257799
00030;DEFICIENCY;2.7330515033076273
00030;INVOLVEMENT;3.095166170542178
00030;RECEIVING;4.269286011718433
00030;PLASMA;2.6251625412964423
00030;DECREASE;3.2106790576640223
00030;TOCOPHEROL;5.156589206719335
00030;PRESUMABLY;4.617592705986649
00030;STEATORRHOEA;6.003887067106539
00030;MUSCULAR;5.716204994654758
00030;WEAKNESS;7.102499355774649
00030;WASTING;6.409352175214703
00030;BIOCHEMICAL;3.3183097218563877
00030;CREATINURIA;7.102499355774649
00030;CREATINE;6.003887067106539
00030;POOR;4.057976918051226
00030;DIET;3.6685121512895025
00030;REVERSAL;6.409352175214703
00030;FINDING;3.3412992400810864
00030;INGESTION;5.023057814094813
00030;ESTERS;5.716204994654758
00030;MUSCLE;5.493061443340548
00030;FOCAL;4.799914262780603
00030;LESIONS;4.1067670822206574
00030;SKELETAL;6.003887067106539
00030;RESEMBLING;5.310739886546594
00030;NUTRITIONAL;3.8066624897703196
00030;DYSTROPHY;6.003887067106539
00030;CEROID;7.102499355774649
00030;PIGMENT;6.409352175214703
00030;SMOOTH;6.409352175214703
00030;STRENGTH;6.003887067106539
00030;BULB;7.102499355774649
00030;ERGOGRAPH;7.102499355774649
00030;ATTENDING;5.716204994654758
00030;CLINICS;5.716204994654758
00030;BABIES;4.329910633534867
00030;HOSPITAL;3.3412992400810864
00030;PRESBYTERIAN;7.102499355774649
00030;MEDICAL;3.5471512942852352
00030;CENTER;4.269286011718433
00030;YORK;5.493061443340548
00030;DOUBLE;4.1067670822206574
00030;BLIND;4.394449154672439
00030;HALF;3.7013019741124933
00030;ORALLY;5.023057814094813
00030;REMAINDER;5.493061443340548
00030;PLACEBO;5.156589206719335
00030;RETURNED;5.493061443340548
00032;CYSTIC;0.1327086858730592
00032;FIBROSIS;0.12989310447289548
00032;SALIVARY;3.5761388311584876
00032;NORMAL;1.1676051601550612
00032;DISEASE;1.1570787471680737
00032;TWO;1.673153726820208
00032;SWEAT;2.1972245773362196
00032;CONDITION;3.2523517540645903
00032;CHRONIC;2.1608569331653444
00032;DESCRIBED;2.812039914626258
00032;PATHOLOGICAL;4.269286011718433
00032;CHANGES;2.467770367545013
00032;CHILD;2.8398194787333333
00032;LUNG;2.3489091646682843
00032;INDISTINGUISHABLE;5.156589206719335
00032;ABNORMAL;2.548622464174108
00032;UNKNOWN;3.5761388311584876
00032;NEITHER;4.394449154672439
00032;SISTERS;6.409352175214703
00032;FATAL;4.46344202615939
00032;OBSTRUCTIVE;3.6685121512895025
00032;ORIGIN;4.011456902416333
00032;CLINICALLY;3.7352035257881746
00032;HISTOLOGICALLY;5.716204994654758
00032;GLANDS;3.095166170542178
00032;SHOWED;2.4203681286504293
00032;EXPECTED;3.844402817753167
00032;ELECTROLYTES;4.011456902416333
00032;BOWEL;4.011456902416333
00032;SYMPTOMS;2.912844613748223
00032;PANCREAS;2.8398194787333333
00032;NECROPSY;6.409352175214703
00034;CYSTIC;0.1327086858730592
00034;FIBROSIS;0.12989310447289548
00034;SERUM;1.6687773522204092
00034;CLINICAL;1.7601651038098378
00034;VALUE;3.1135153092103742
00034;CHILDREN;1.3435975818973682
00034;COELIAC;4.704604082976278
00034;DISEASE;1.1570787471680737
00034;MILK;5.023057814094813
00034;JEJUNAL;5.493061443340548
00034;VILLOUS;5.716204994654758
00034;ATROPHY;5.023057814094813
00034;DETECTED;2.9916254916013374
00034;DEVELOPMENT;3.0081547935525483
00034;SMALL;2.7330515033076273
00034;SATISFACTORY;5.156589206719335
00034;DIAGNOSIS;2.0590742388554024
00034;COW;5.716204994654758
00034;PROTEIN;2.384000484479554
00034;BLOOD;2.527788377271266
00034;DEPENDENT;3.924445525426703
00034;MAY;1.3723995728010743
00034;CASE;2.8829916505985422
00034;PATIENT;2.0273255405408217
00034;MADE;2.9753649707295575
00034;POSITIVE;2.591639849257799
00034;REPORTED;2.4203681286504293
00034;CHANGES;2.467770367545013
00034;RECENTLY;3.7013019741124933
00034;CHILD;2.8398194787333333
00034;SUGGESTED;2.9916254916013374
00034;STUDIES;2.2349649053190666
00034;FOOD;4.704604082976278
00034;DEMONSTRATION;4.46344202615939
00034;FOLLOWING;3.3412992400810864
00034;SHOWED;2.4203681286504293
00034;COEXISTENCE;6.003887067106539
00034;PREDISPOSE;5.310739886546594
00034;LATER;4.057976918051226
00034;LARGELY;5.493061443340548
00034;UPON;3.636763452974922
00034;HISTOLOGICAL;5.310739886546594
00034;INTESTINE;5.023057814094813
00034;BIOPSY;4.799914262780603
00034;DISTRESSING;6.003887067106539
00034;ANTIBODY;3.636763452974922
00034;INVESTIGATION;3.4915814431304244
00034;GLUTEN;5.023057814094813
00034;SENSITIVITY;3.967005139845499
00034;SUSPECTED;4.329910633534867
00034;DECISION;6.003887067106539
00034;PERFORM;5.310739886546594
00034;CEREAL;7.102499355774649
00034;ANTIGENS;3.6685121512895025
00034;WHEAT;6.003887067106539
00034;OATMEAL;7.102499355774649
00034;RUMINANT;7.102499355774649
00034;CALF;6.409352175214703
00034;PERSISTENTLY;7.102499355774649
00034;PARTIAL;4.394449154672439
00034;SHORTENING;6.003887067106539
00034;BROADENING;7.102499355774649
00034;BRANCHING;7.102499355774649
00034;VILLI;6.003887067106539
00034;IMPROVEMENT;3.3183097218563877
00034;RESTRICTION;5.156589206719335
00038;CYSTIC;0.1327086858730592
00038;FIBROSIS;0.12989310447289548
00038;CLINICAL;1.7601651038098378
00038;EVALUATED;3.3648297374912803
00038;VALUE;3.1135153092103742
00038;PANCREATIC;2.0985530498291896
00038;DISEASE;1.1570787471680737
00038;YEAR;2.8398194787333333
00038;CF;1.2026020021921573
00038;DETECTING;3.924445525426703
00038;SCREENING;2.812039914626258
00038;PERIOD;2.8978067363836826
00038;TEST;2.0149030205422647
00038;DETECTED;2.9916254916013374
00038;PRESENCE;2.591639849257799
00038;RATE;2.812039914626258
00038;INCIDENCE;2.9753649707295575
00038;DEPEND;5.023057814094813
00038;CASES;2.439060261662582
00038;METHODS;3.231298344866758
00038;WITHOUT;2.507379505640059
00038;LIKELY;3.636763452974922
00038;CONFIRMED;3.518980417318539
00038;FUNCTION;2.219697433188278
00038;DETECTION;3.0420563452282297
00038;PROCEDURES;4.1067670822206574
00038;MECONIUM;2.758693933920965
00038;SAMPLES;2.8683928511773895
00038;ALBUMIN;3.5471512942852352
00038;SCREENED;4.799914262780603
00038;PROCEDURE;3.4915814431304244
00038;ASSESSED;4.1067670822206574
00038;SOUTH;4.799914262780603
00038;WALES;6.003887067106539
00038;NORTH;6.003887067106539
00038;STAFFORDSHIRE;7.102499355774649
00038;SIMULTANEOUSLY;5.493061443340548
00038;FOUR;2.8258332367585934
00038;POPULATION;3.0249619118689295
00038;IMPAIRMENT;4.212127597878484
00038;MISSED;5.716204994654758
00039;CYSTIC;0.1327086858730592
00039;FIBROSIS;0.12989310447289548
00039;CHILDREN;1.3435975818973682
00039;DISEASE;1.1570787471680737
00039;REPORTS;3.464913196048263
00039;CF;1.2026020021921573
00039;YEARS;2.132686056198648
00039;NON;3.190476350346503
00039;DESCRIBED;2.812039914626258
00039;INCIDENCE;2.9753649707295575
00039;MAY;1.3723995728010743
00039;CONCERN;5.310739886546594
00039;CASE;2.8829916505985422
00039;ASSOCIATION;3.8066624897703196
00039;CASES;2.439060261662582
00039;BORN;4.799914262780603
00039;AUTOSOMAL;3.7013019741124933
00039;RECESSIVE;3.5761388311584876
00039;PRESENT;1.9667009187243871
00039;INSTANCE;5.156589206719335
00039;SUGGESTED;2.9916254916013374
00039;CONFIRMED;3.518980417318539
00039;HOWEVER;2.2903150004022312
00039;TIME;2.7330515033076273
00039;REMAINS;3.8066624897703196
00039;ORIGIN;4.011456902416333
00039;COMMONEST;4.704604082976278
00039;CAUCASIANS;4.617592705986649
00039;EUROPEAN;5.156589206719335
00039;RECOGNIZED;4.46344202615939
00039;DISORDER;3.388927289070341
00039;APPEARS;3.4136199016607125
00039;RARITY;6.003887067106539
00039;AMONG;2.8829916505985422
00039;COLOURED;7.102499355774649
00039;RACES;6.409352175214703
00039;RECORDS;5.156589206719335
00039;WHITENESS;7.102499355774649
00039;RECENT;3.5471512942852352
00039;WHOSE;4.212127597878484
00039;RACIAL;7.102499355774649
00039;ORIGINS;5.716204994654758
00039;NEGROID;7.102499355774649
00039;MONGOLOID;7.102499355774649
00039;CAUCASOID;6.409352175214703
00039;PAKISTANI;7.102499355774649
00039;BIRMINGHAM;6.409352175214703
00039;BROTHER;7.102499355774649
00039;SISTER;7.102499355774649
00039;ASIAN;7.102499355774649
00039;IMMIGRANTS;7.102499355774649
00039;WEST;4.90527477843843
00039;MIDLANDS;7.102499355774649
00039;APPROXIMATELY;3.3183097218563877
00040;CYSTIC;0.1327086858730592
00040;FIBROSIS;0.12989310447289548
00040;PATIENTS;0.5330179353603528
00040;CONCENTRATIONS;2.392969154462315
00040;ELEVATED;2.8258332367585934
00040;SALIVA;3.3412992400810864
00040;INCREASED;1.8767526820614475
00040;FORMATION;3.967005139845499
00040;NUMBERS;3.967005139845499
00040;PATTERN;3.464913196048263
00040;PRESENT;1.9667009187243871
00040;FORM;3.3412992400810864
00040;SHOWN;2.8683928511773895
00040;CONFIRMED;3.518980417318539
00040;PRECIPITATES;6.003887067106539
00040;UNKNOWN;3.5761388311584876
00040;POINTS;4.704604082976278
00040;CALCIUM;3.6059917943081685
00040;PHOSPHATE;4.704604082976278
00040;SUBMANDIBULAR;5.493061443340548
00040;ELECTRON;4.46344202615939
00040;MICROSCOPY;5.023057814094813
00040;TRANSFORM;7.102499355774649
00040;STANDING;5.310739886546594
00040;VITRO;3.6685121512895025
00040;AMORPHOUS;6.409352175214703
00040;GLOBULES;7.102499355774649
00040;STELLAR;7.102499355774649
00040;CLUSTERS;7.102499355774649
00040;HYDROXYAPATITE;7.102499355774649
00040;CRYSTALS;6.409352175214703
00040;APPEARED;4.1580603766082085
00040;REGULAR;4.90527477843843
00040;NUCLEATION;7.102499355774649
00040;FINE;6.409352175214703
00040;NETWORK;7.102499355774649
00040;NATURE;3.7352035257881746
00040;CRYSTAL;7.102499355774649
00040;DIFFRACTION;6.003887067106539
00040;CHEMICAL;4.269286011718433
00040;SOLUBILITY;6.003887067106539
00040;ZYMOGEN;6.003887067106539
00040;GRANULE;7.102499355774649
00040;SPHERULES;7.102499355774649
00040;INCLUSION;5.716204994654758
00040;BODIES;5.493061443340548
00040;GREATLY;4.704604082976278
00040;DISINTEGRATED;6.409352175214703
00040;HOMOGENEOUS;5.716204994654758
00040;APPEARANCE;4.329910633534867
00040;BEADED;7.102499355774649
00040;HOLLOW;7.102499355774649
00040;SPHERES;7.102499355774649
00041;CYSTIC;0.1327086858730592
00041;FIBROSIS;0.12989310447289548
00041;ONE;1.5730702682632254
00041;CONTROL;1.7697805625092797
00041;ASSOCIATED;2.3751115370623084
00041;VILLOUS;5.716204994654758
00041;FOUND;1.4893712493865785
00041;STUDY;1.8660573929446995
00041;CHRONIC;2.1608569331653444
00041;CELLS;2.340325420976893
00041;CELL;2.4296705213127425
00041;NUMBERS;3.967005139845499
00041;DISEASES;2.613862986042509
00041;SUGGESTED;2.9916254916013374
00041;GASTROINTESTINAL;3.5471512942852352
00041;FUNCTION;2.219697433188278
00041;POLYPS;4.5375499983131125
00041;VISCOSITY;4.5375499983131125
00041;PANCREAS;2.8398194787333333
00041;PANETH;7.102499355774649
00041;METAPLASIA;6.003887067106539
00041;VARIABLE;4.1067670822206574
00041;FEATURE;4.704604082976278
00041;DIVERSE;5.493061443340548
00041;COLON;6.003887067106539
00041;RECTUM;7.102499355774649
00041;NUMEROUS;4.704604082976278
00041;ATROPHIC;7.102499355774649
00041;MUCOSA;4.011456902416333
00041;ULCERATIVE;7.102499355774649
00041;COLITIS;7.102499355774649
00041;JUVENILE;5.310739886546594
00041;AROUND;5.493061443340548
00041;COLLOID;6.409352175214703
00041;MUCINOUS;7.102499355774649
00041;CARCINOMAS;6.409352175214703
00041;MODERATE;4.212127597878484
00041;AMBEIC;7.102499355774649
00041;ADENOMAS;7.102499355774649
00041;SPARSE;7.102499355774649
00041;DIVERTICULITIS;7.102499355774649
00041;ADENOMATOUS;7.102499355774649
00041;NONMUCINOUS;7.102499355774649
00041;MUCUS;3.1135153092103742
00041;HYPERSECRETION;5.023057814094813
00041;MUCIN;4.90527477843843
00041;DEPOSITS;5.156589206719335
00043;CYSTIC;0.1327086858730592
00043;FIBROSIS;0.12989310447289548
00043;PATIENTS;0.5330179353603528
00043;ONE;1.5730702682632254
00043;MANY;2.695780108510396
00043;ADULT;3.190476350346503
00043;CHILDREN;1.3435975818973682
00043;ASSOCIATED;2.3751115370623084
00043;DISEASE;1.1570787471680737
00043;EARLY;2.758693933920965
00043;DIFFERENT;2.4296705213127425
00043;STUDY;1.8660573929446995
00043;EXAMINED;2.636591237120065
00043;TOTAL;2.5381511643068126
00043;CHRONICALLY;4.1067670822206574
00043;PROBLEMS;3.2106790576640223
00043;FAMILY;3.2523517540645903
00043;BASIS;3.1135153092103742
00043;PATIENT;2.0273255405408217
00043;KNOWLEDGE;3.924445525426703
00043;MADE;2.9753649707295575
00043;EFFECTS;2.613862986042509
00043;PHYSICAL;3.464913196048263
00043;SIMILAR;2.306708810177908
00043;REPORTED;2.4203681286504293
00043;ESTABLISHMENT;5.156589206719335
00043;GENETIC;2.6026896854443837
00043;ATTENTION;3.883623530906448
00043;PARENTS;2.8829916505985422
00043;TREATMENT;2.0786188349283723
00043;AFFECTED;3.0420563452282297
00043;SUGGESTED;2.9916254916013374
00043;MAJOR;3.0249619118689295
00043;PARTICULARLY;3.636763452974922
00043;CARRIED;3.770294845599445
00043;MEDICAL;3.5471512942852352
00043;RELATION;4.1580603766082085
00043;FATAL;4.46344202615939
00043;SYMPTOMS;2.912844613748223
00043;REGULAR;4.90527477843843
00043;VICTORIAN;7.102499355774649
00043;FAMILIES;3.518980417318539
00043;AUGUST;6.003887067106539
00043;FEBRUARY;6.409352175214703
00043;SOCIAL;4.5375499983131125
00043;EMOTIONAL;4.704604082976278
00043;EXPERIENCED;5.023057814094813
00043;MEMBERS;4.799914262780603
00043;MOTHERS;5.023057814094813
00043;AGES;4.269286011718433
00043;SOCIALLY;6.409352175214703
00043;EMBARRASSING;7.102499355774649
00043;AWARENESS;5.023057814094813
00043;CREATE;7.102499355774649
00043;UNCERTAINTY;6.003887067106539
00043;PROGNOSIS;3.6685121512895025
00043;DOUBTS;6.003887067106539
00043;PROSPECTS;7.102499355774649
00043;EMPLOYMENT;6.003887067106539
00043;SPECIALLY;5.310739886546594
00043;RELEVANT;5.023057814094813
00043;TEENAGER;6.409352175214703
00043;GIVEN;2.8683928511773895
00043;AMPLE;7.102499355774649
00043;OPPORTUNITY;5.023057814094813
00043;ADOLESCENCE;5.493061443340548
00043;ONWARD;7.102499355774649
00043;DISCUSS;5.023057814094813
00043;ASPECTS;3.518980417318539
00043;APPROPRIATE;4.011456902416333
00043;PROVISION;6.003887067106539
00043;CARE;3.518980417318539
00043;DEPRESSION;5.716204994654758
00043;FEELINGS;6.409352175214703
00043;ISOLATION;4.799914262780603
00043;DEMANDS;6.003887067106539
00043;CONSTANT;4.1067670822206574
00043;EXPERIENCE;3.7352035257881746
00043;PROBABLY;2.943616272414977
00043;CONFRONTING;7.102499355774649
00043;ILL;4.46344202615939
00043;HANDICAPPED;6.003887067106539
00043;SPECIAL;4.1067670822206574
00043;DIFFICULTIES;5.493061443340548
00043;STEM;6.409352175214703
00043;EVENTUALLY;4.90527477843843
00043;OUTCOME;4.90527477843843
00043;ROLES;5.716204994654758
00043;PROFESSIONAL;6.003887067106539
00043;TEAM;4.90527477843843
00043;TOUCHED;7.102499355774649
00043;COUNSELING;4.704604082976278
00043;PRACTICAL;5.156589206719335
00043;SUPPORT;3.170673723050323
00043;COMMENTS;5.493061443340548
00043;LAY;6.003887067106539
00043;ORGANISATIONS;7.102499355774649
00043;FINANCIAL;6.003887067106539
00043;STRAIN;4.394449154672439
00043;OBTAINING;6.409352175214703
00043;LOOKED;5.716204994654758
00043;SUGGESTIONS;5.156589206719335
00043;MINIMIZING;7.102499355774649
00043;ECONOMIC;6.409352175214703
00043;CERTAIN;3.295836866004329
00043;VULNERABLE;6.409352175214703
00044;CYSTIC;0.1327086858730592
00044;FIBROSIS;0.12989310447289548
00044;ADDITION;3.0594480879400985
00044;NORMAL;1.1676051601550612
00044;ASSOCIATED;2.3751115370623084
00044;CELLS;2.340325420976893
00044;BLOOD;2.527788377271266
00044;EXAMINED;2.636591237120065
00044;RED;4.46344202615939
00044;CELL;2.4296705213127425
00044;HUMAN;2.683658747978051
00044;COMPARISON;3.2523517540645903
00044;CULTURE;3.0249619118689295
00044;ACTIVITIES;3.4915814431304244
00044;MEDIA;4.212127597878484
00044;FOLLOWING;3.3412992400810864
00044;CONSISTENTLY;4.394449154672439
00044;MEMBRANE;3.2106790576640223
00044;ATPASE;4.704604082976278
00044;SPENT;6.409352175214703
00044;FIBROBLAST;3.5471512942852352
00044;LINES;4.212127597878484
00044;UNSPENT;7.102499355774649
00044;DEPRESSED;5.716204994654758
00045;CYSTIC;0.1327086858730592
00045;FIBROSIS;0.12989310447289548
00045;NORMAL;1.1676051601550612
00045;HETEROZYGOTES;2.4973291697865574
00045;COULD;2.2984783110413924
00045;CONTENT;3.132207442222527
00045;ALSO;1.8346411967113208
00045;INCREASED;1.8767526820614475
00045;DERIVED;3.295836866004329
00045;CELLS;2.340325420976893
00045;TOTAL;2.5381511643068126
00045;HYPOTHESIS;3.388927289070341
00045;PATTERN;3.464913196048263
00045;WOULD;2.7330515033076273
00045;GENETIC;2.6026896854443837
00045;MUCOPOLYSACCHARIDE;5.023057814094813
00045;INCREASE;2.591639849257799
00045;LYMPHOID;5.310739886546594
00045;OBSERVATIONS;3.1512556371932217
00045;CHARACTERISTICS;3.924445525426703
00045;RELATIVE;3.4915814431304244
00045;WHOSE;4.212127597878484
00045;SUPPORT;3.170673723050323
00045;LINES;4.212127597878484
00045;CULTURED;3.3183097218563877
00045;HOMOZYGOTES;3.190476350346503
00045;DISTINGUISHED;4.799914262780603
00045;NORMALS;3.8066624897703196
00045;GROWTH;3.0771476650394995
00045;GROSS;6.409352175214703
00045;CLUMPING;6.409352175214703
00045;DERMATAN;6.409352175214703
00045;SULFATE;4.90527477843843
00045;MUCOPOLYSACCHARIDOSES;6.003887067106539
00045;MARKEDLY;4.1580603766082085
00045;CELLULAR;3.8066624897703196
00045;DISTURBANCE;4.5375499983131125
00045;RESIDES;6.409352175214703
00045;REGIONS;5.310739886546594
00045;FUNCTIONS;4.704604082976278
00045;ALTERED;4.011456902416333
00045;COMPOSITION;3.518980417318539
00047;CYSTIC;0.1327086858730592
00047;FIBROSIS;0.12989310447289548
00047;PATIENTS;0.5330179353603528
00047;USING;2.411151473545505
00047;ONE;1.5730702682632254
00047;SIGNIFICANTLY;2.1680254226439573
00047;CORRELATED;3.3412992400810864
00047;DETERMINED;2.943616272414977
00047;DISEASE;1.1570787471680737
00047;WIDE;4.011456902416333
00047;TWO;1.673153726820208
00047;LEVEL;3.0081547935525483
00047;CORRELATION;3.0249619118689295
00047;CHRONIC;2.1608569331653444
00047;COMPONENT;3.883623530906448
00047;SIGNIFICANT;1.8346411967113208
00047;HIGHER;2.3489091646682843
00047;RATE;2.812039914626258
00047;MUCOID;3.464913196048263
00047;CONTRAST;3.388927289070341
00047;SHOW;3.0420563452282297
00047;STILL;3.7013019741124933
00047;ALTHOUGH;2.4203681286504293
00047;MAY;1.3723995728010743
00047;CHANGES;2.467770367545013
00047;PRESENT;1.9667009187243871
00047;RESEMBLE;5.023057814094813
00047;BRONCHIECTASIS;3.883623530906448
00047;CHARACTERISTIC;3.518980417318539
00047;LITTLE;3.464913196048263
00047;EITHER;2.798434262570479
00047;DECREASING;5.156589206719335
00047;SINCE;2.4873788389333895
00047;ASTHMA;3.190476350346503
00047;LOWEST;5.023057814094813
00047;MUCOUS;3.8066624897703196
00047;SPUTUM;2.85400411372529
00047;VISCOSITY;4.5375499983131125
00047;INCREASES;3.770294845599445
00047;SAMPLES;2.8683928511773895
00047;APPEARANCE;4.329910633534867
00047;MUCUS;3.1135153092103742
00047;TESTING;3.883623530906448
00047;DISTINGUISHED;4.799914262780603
00047;ELASTICITY;6.003887067106539
00047;WEISSENBERG;6.409352175214703
00047;RHEOGONIOMETER;6.409352175214703
00047;OSCILLATORY;7.102499355774649
00047;FREQUENCIES;4.704604082976278
00047;BRONCHITIS;3.844402817753167
00047;MACROSCOPICALLY;6.409352175214703
00047;MUCOPURULENT;6.003887067106539
00047;PURULENT;5.023057814094813
00047;PLOT;7.102499355774649
00047;SHEAR;6.409352175214703
00047;RANGE;3.0249619118689295
00047;ZONES;6.003887067106539
00047;JUNCTIONAL;7.102499355774649
00047;REGION;5.023057814094813
00047;ZONE;5.716204994654758
00047;RATES;3.7352035257881746
00047;SLOWLY;5.310739886546594
00047;PLATEAU;5.716204994654758
00047;SHARPLY;6.003887067106539
00047;NOTHING;5.310739886546594
00047;VARIANCE;5.493061443340548
00047;MACROSCOPIC;5.716204994654758
00047;ASTHMATIC;4.212127597878484
00047;BRONCHIECTATIC;6.409352175214703
00047;SPUTA;5.493061443340548
00047;BRONCHITIC;5.716204994654758
00047;LAST;4.46344202615939
00047;GLAND;3.7352035257881746
00047;HYPERTROPHY;4.704604082976278
00049;CYSTIC;0.1327086858730592
00049;FIBROSIS;0.12989310447289548
00049;PATIENTS;0.5330179353603528
00049;NUMBER;2.6026896854443837
00049;USING;2.411151473545505
00049;CHILDREN;1.3435975818973682
00049;PANCREATIC;2.0985530498291896
00049;MEASURED;2.5807107787256087
00049;FOUND;1.4893712493865785
00049;EVIDENCE;2.591639849257799
00049;LABORATORY;3.4915814431304244
00049;EXPRESSED;3.883623530906448
00049;THERAPY;2.340325420976893
00049;URINE;4.1580603766082085
00049;REQUIRED;3.967005139845499
00049;DIFFERENCES;2.3489091646682843
00049;VOLUME;3.0594480879400985
00049;ENZYME;2.636591237120065
00049;THOUGH;4.394449154672439
00049;NEITHER;4.394449154672439
00049;STEATORRHOEA;6.003887067106539
00049;BOWEL;4.011456902416333
00049;SUPPORT;3.170673723050323
00049;SMALLER;4.011456902416333
00049;FAT;3.518980417318539
00049;CROSS;4.799914262780603
00049;TRIAL;4.799914262780603
00049;REPLACEMENT;4.212127597878484
00049;CONDUCTED;5.156589206719335
00049;PANCREX;7.102499355774649
00049;FORTE;7.102499355774649
00049;NUTRIZYM;7.102499355774649
00049;TABLETS;7.102499355774649
00049;EQUIVALENT;4.269286011718433
00049;DOSAGE;4.329910633534867
00049;EFFECTIVENESS;4.5375499983131125
00049;PRODUCTS;5.023057814094813
00049;STOOL;4.057976918051226
00049;ACTIONS;6.409352175214703
00049;FAECAL;4.799914262780603
00049;EXCRETION;3.464913196048263
00049;UREA;5.493061443340548
00049;PRODUCT;4.90527477843843
00049;ELIMINATED;5.493061443340548
00049;CHOICE;5.310739886546594
00049;NINE;3.967005139845499
00049;PREFERENCE;5.716204994654758
00049;CONCLUSION;5.023057814094813
00049;BASED;3.295836866004329
00049;PARTLY;5.156589206719335
00050;CYSTIC;0.1327086858730592
00050;FIBROSIS;0.12989310447289548
00050;CLINICAL;1.7601651038098378
00050;STATUS;3.6059917943081685
00050;ONE;1.5730702682632254
00050;ACUTE;3.388927289070341
00050;PRODUCED;3.2106790576640223
00050;MAY;1.3723995728010743
00050;PATIENT;2.0273255405408217
00050;CASES;2.439060261662582
00050;METHODS;3.231298344866758
00050;DETERIORATION;4.394449154672439
00050;PULMONARY;1.9667009187243871
00050;LUNG;2.3489091646682843
00050;FUNCTION;2.219697433188278
00050;YOUNG;3.3183097218563877
00050;SPITE;4.617592705986649
00050;LATER;4.057976918051226
00050;MAN;4.394449154672439
00050;ATTEMPT;4.011456902416333
00050;RETARD;6.409352175214703
00050;UNDERWENT;5.310739886546594
00050;BRONCHO;6.409352175214703
00050;LAVAGE;4.704604082976278
00050;ENTIRE;7.102499355774649
00050;THEORETICAL;5.716204994654758
00050;ADVANTAGES;5.023057814094813
00050;PHYSIOLOGIC;4.5375499983131125
00050;RECOVERED;5.310739886546594
00050;MONTH;4.057976918051226
00050;CONCLUDE;4.1067670822206574
00050;BRONCHOPULMONARY;4.704604082976278
00050;HAZARDOUS;7.102499355774649
00050;RESERVED;7.102499355774649
00050;CONVENTIONAL;4.90527477843843
00050;IMPROVING;5.156589206719335
00050;TRACHEOBRONCHIAL;4.799914262780603
00050;CLEARANCE;4.057976918051226
00050;FAILED;4.329910633534867
00051;CYSTIC;0.1327086858730592
00051;FIBROSIS;0.12989310447289548
00051;PATIENTS;0.5330179353603528
00051;STUDIED;2.1537394653964808
00051;SERA;2.812039914626258
00051;LEVELS;2.0335951535544172
00051;NORMAL;1.1676051601550612
00051;CHILDREN;1.3435975818973682
00051;AGE;2.0026329279504504
00051;ADULTS;3.0081547935525483
00051;FOUND;1.4893712493865785
00051;INDIVIDUALS;2.8258332367585934
00051;YEARS;2.132686056198648
00051;LEVEL;3.0081547935525483
00051;GROUP;1.9785353763713898
00051;OBTAINED;2.3751115370623084
00051;LOWER;2.467770367545013
00051;CORRESPONDING;4.46344202615939
00051;ENZYME;2.636591237120065
00051;HALF;3.7013019741124933
00051;GALACTOSYLTRANSFERASE;6.003887067106539
00051;VARYING;4.269286011718433
00052;CYSTIC;0.1327086858730592
00052;FIBROSIS;0.12989310447289548
00052;PATIENTS;0.5330179353603528
00052;STUDIED;2.1537394653964808
00052;CONCENTRATIONS;2.392969154462315
00052;MATCHED;3.4915814431304244
00052;LEVELS;2.0335951535544172
00052;NORMAL;1.1676051601550612
00052;AGE;2.0026329279504504
00052;ACTIVITY;1.9550048789611958
00052;REPORTS;3.464913196048263
00052;CF;1.2026020021921573
00052;CONTROLS;2.132686056198648
00052;FOUND;1.4893712493865785
00052;COULD;2.2984783110413924
00052;CONCENTRATION;2.5381511643068126
00052;SIGNIFICANT;1.8346411967113208
00052;EFFECT;2.683658747978051
00052;DEPENDENT;3.924445525426703
00052;MAY;1.3723995728010743
00052;GENETIC;2.6026896854443837
